semmcdl,oid_,ver,pr,bmp,semmcdr,bpt,fcc,length,ept,emp,regmgfv17_,countyl,fename2,fename3,fename,SHAPE__Length,objectid,countyr
1210,8205557901453,17a,4711929,10.277,1210,82055579,B11,818.72493474,82055135,10.786,224426,163,NS, ,Norfolk Southern Railway,2686.90126279439,1560,163
5,8210237502045,17a,4711925,21.34,5,82102375,B11,965.60153818,82100481,21.94,225153,163,NS, ,Norfolk Southern Railway,3168.8339442613,1561,163
5,8210048102037,17a,4711925,21.94,5,82100481,B11,33.14341847,82055052,21.96,222645,163,NS, ,Norfolk Southern Railway,108.767094529463,1562,163
1125,8205615202653,17a,4718406,0.563,1125,82056152,B12,635.81739393,82055104,0.958,223341,163,NS, ,Norfolk Southern Railway,2086.57985707099,1563,163
5,8205503300896,17a,4711944,3.27,5,82055033,B11,102.46779495,82054985,3.334,221578,163,CR, ,Consolidated Rail Corporation,336.269887194209,1564,163
5,8205505202130,17a,4711925,21.96,5,82055052,B11,121.29051659,82100409,22.036,221893,163,NS, ,Norfolk Southern Railway,398.041178218335,1565,163
5,8205552610631,17a,4711933,13.205,5,82055526,B11,308.19835538,82054887,13.396,221476,163,CN, ,Canadian National Railway,1011.41861079532,1566,163
5,8205488733188,17a,4711944,3.661,5,82054887,B11,500.6832164,82055792,3.972,224226,163,CR, ,Consolidated Rail Corporation,1643.09702496426,1567,163
5,8205490633173,17a,4711944,2.773,5,82054906,B11,799.94825276,82055033,3.27,222203,163,CR, ,Consolidated Rail Corporation,2625.20389700316,1568,163
4115,8101011903873,17a,4604999,1.511,4115,81010119,B11,1212.3260824,81009235,2.264,302336,161,NS, ,Norfolk Southern Railway,3978.87346319623,1569,161
5,8205510405712,17a,4718406,0.958,5,82055104,B12,110.48672377,82054835,1.027,220374,163,NS, ,Norfolk Southern Railway,362.587211236324,1570,163
5,8205481634449,17a,4711944,3.606,5,82054816,B11,88.28195078,82054887,3.661,222630,163,CR, ,Consolidated Rail Corporation,289.715529933677,1571,163
5,8205479834828,17a,4711944,3.586,5,82054798,B11,32.33670634,82054816,3.606,221108,163,CR, ,Consolidated Rail Corporation,106.119591864668,1572,163
4005,8100862905734,17a,4605002,14.692,4005,81008629,B11,228.5171114,81008433,14.834,237679,161,AA, ,Ann Arbor Railroad,749.982253539753,1573,161
5,8205498501812,17a,4711944,3.334,5,82054985,B11,326.5438506,82054778,3.537,220816,163,CR, ,Consolidated Rail Corporation,1071.62340886684,1574,163
5,8210040902081,17a,4711925,22.036,5,82100409,B11,225.15348673,82054778,22.176,222188,163,NS, ,Norfolk Southern Railway,738.889069915564,1575,163
5,8205477800266,17a,4711944,3.537,5,82054778,B11,79.75413961,82054798,3.586,220497,163,CR, ,Consolidated Rail Corporation,261.730177424343,1576,163
1205,8205594909301,17a,4711924,13.075,1205,82055949,B11,539.16269063,82054774,13.41,224482,163,CSX, ,CSX Transportation,1769.44506737869,1577,163
4005,8100843303454,17a,4605002,14.834,4005,81008433,B11,48.80731899,81008399,14.864,222793,161,AA, ,Ann Arbor Railroad,160.183383056598,1578,161
4005,8100839928906,17a,4604999,22.905,4005,81008399,B11,507.17822819,81008782,23.22,239866,161,NS, ,Norfolk Southern Railway,1664.54296057469,1579,161
4005,8100839902873,17a,4605002,14.864,4005,81008399,B11,18.4600893,81008382,14.876,223412,161,AA, ,Ann Arbor Railroad,60.5849750244835,1580,161
1110,8205513501456,17a,4711929,10.786,1110,82055135,B11,820.93094597,82054722,11.296,224997,163,NS, ,Norfolk Southern Railway,2694.13625917767,1581,163
5,8205472832783,17a,4711944,2.68,5,82054728,B11,148.95119826,82054906,2.773,221422,163,CR, ,Consolidated Rail Corporation,488.81568637418,1582,163
5,8205488707613,17a,4711933,13.396,5,82054887,B11,110.5245334,82054674,13.465,222629,163,CN, ,Canadian National Railway,362.709792034737,1583,163
4005,8100838202349,17a,4605002,14.876,4005,81008382,B11,124.63422809,81008317,14.953,222787,161,AA, ,Ann Arbor Railroad,409.043773304987,1584,161
4005,8100831700955,17a,4605002,14.953,4005,81008317,B11,344.22017345,81008324,15.167,222784,161,AA, ,Ann Arbor Railroad,1129.71616388875,1585,161
4005,8100832400570,17a,4605002,15.167,4005,81008324,B11,58.70583617,81008312,15.203,225091,161,AA, ,Ann Arbor Railroad,192.669613992681,1586,161
5,8205472129665,17a,4718402,0.323,5,82054721,B12,787.86331857,83032156,0.813,322011,163,CR, ,Consolidated Rail Corporation,2585.53228712637,1587,163
5,8205532005957,17a,4718403,0,5,82055320,B12,380.46887232,82054543,0.236,221301,163,CR, ,Consolidated Rail Corporation,1248.58853819344,1588,163
5,8205467405995,17a,4711933,13.465,5,82054674,B11,45.20537272,82054611,13.493,221690,163,CN, ,Canadian National Railway,148.350871746249,1589,163
4005,8100831201852,17a,4605002,15.203,4005,81008312,B11,60.07132094,81008288,15.241,224320,161,AA, ,Ann Arbor Railroad,197.151181127852,1590,161
5,8205483506088,17a,4718406,1.027,5,82054835,B20,131.49251409,82054598,1.108,222628,163,NS, ,Norfolk Southern Railway,431.521892253841,1591,163
5,8205459832988,17a,4711944,2.609,5,82054598,B11,115.35563949,82054728,2.68,221855,163,CR, ,Consolidated Rail Corporation,378.564652136031,1592,163
5,8205454032870,17a,4711944,2.58,5,82054540,B11,46.34168409,82054598,2.609,221085,163,CR, ,Consolidated Rail Corporation,152.080204565576,1593,163
1110,8205472201465,17a,4711929,11.296,1110,82054722,B11,526.58420091,82054433,11.623,221612,163,NS, ,Norfolk Southern Railway,1728.14469617782,1594,163
4005,8100828803503,17a,4605002,15.241,4005,81008288,B11,115.42313435,81008221,15.313,223393,161,AA, ,Ann Arbor Railroad,378.812907363398,1595,161
5,8210043430447,17a,4718402,0.264,5,82100434,B12,94.31101291,82054721,0.323,221074,163,CR, ,Consolidated Rail Corporation,309.500410101764,1596,163
5,8205477802081,17a,4711925,22.176,5,82054778,B11,363.92609105,82054497,22.402,222621,163,NS, ,Norfolk Southern Railway,1194.30067538147,1597,163
5,8205461105666,17a,4711933,13.493,5,82054611,B11,100.84793734,82054497,13.556,221994,163,CN, ,Canadian National Railway,330.95411557187,1598,163
4115,8100923503462,17a,4604999,2.264,4115,81009235,B11,374.20481777,81008920,2.497,302506,161,NS, ,Norfolk Southern Railway,1228.14515891684,1599,161
5,8205459806218,17a,4718406,1.108,5,82054598,B20,107.15360749,82099070,1.175,221084,163,NS, ,Norfolk Southern Railway,351.64846616779,1600,163
5,8205449704445,17a,4711925,22.402,5,82054497,B11,30.7528401,82054373,22.421,221973,163,NS, ,Norfolk Southern Railway,100.921970175113,1601,163
4005,8100822104317,17a,4605002,15.313,4005,81008221,B11,50.11396555,81008198,15.344,224142,161,AA, ,Ann Arbor Railroad,164.471249898214,1602,161
5,8205437304412,17a,4711925,22.421,5,82054373,B11,40.19315098,82054346,22.446,220604,163,NS, ,Norfolk Southern Railway,131.902221693023,1603,163
1110,8205443301469,17a,4711929,11.623,1110,82054433,B11,294.80296092,82054287,11.806,222339,163,NS, ,Norfolk Southern Railway,967.483756009154,1604,163
1005,8205533805996,17a,4711934,15.97,1005,82055338,B11,542.37447864,82092033,16.307,221772,163,CN, ,Canadian National Railway,1779.93147126922,1605,163
1155,8205544306911,17a,4711930,17.148,1155,82055443,B11,560.99476385,82054457,17.497,221445,163,DC, ,Delray Connecting Railroad,1841.01486474595,1606,163
5,8205434604405,17a,4711925,22.446,5,82054346,B11,50.21647689,82054259,22.477,221051,163,NS, ,Norfolk Southern Railway,164.795886692028,1607,163
5,8205454305815,17a,4718403,0.236,5,82054543,B12,359.04675391,82100437,0.46,221527,163,CR, ,Consolidated Rail Corporation,1178.28554861146,1608,163
1155,8205445706942,17a,4711930,17.497,1155,82054457,B11,21.77358565,82100426,17.51,222097,163,DC, ,Delray Connecting Railroad,71.4542537541375,1609,163
5,8210043703564,17a,4718403,0.46,5,82100437,B12,23.19347102,82100439,0.474,222709,163,CR, ,Consolidated Rail Corporation,76.1140654600135,1610,163
5,8205425904452,17a,4711925,22.477,5,82054259,B11,90.78387042,82054017,22.534,221802,163,NS, ,Norfolk Southern Railway,297.926332098876,1611,163
4115,8100892003479,17a,4604999,2.497,4115,81008920,B11,257.26876026,81008702,2.657,302499,161,NS, ,Norfolk Southern Railway,844.358994201673,1612,161
1155,8210042606932,17a,4711930,17.51,1155,82100426,B11,62.8296065,82054107,17.549,220874,163,DC, ,Delray Connecting Railroad,206.187440601934,1613,163
5,8210043902894,17a,4718403,0.474,5,82100439,B12,118.23135615,82100435,0.547,221944,163,CR, ,Consolidated Rail Corporation,388.000114525909,1614,163
5,8210043502171,17a,4718402,0,5,82100435,B12,33.27073373,82100433,0.021,226193,163,CR, ,Consolidated Rail Corporation,109.184795509927,1615,163
5,8210043301442,17a,4718402,0.021,5,82100433,B12,392.28546886,82100434,0.264,220449,163,CR, ,Consolidated Rail Corporation,1287.36164635097,1616,163
1155,8205410706939,17a,4711930,17.549,1155,82054107,B11,30.52327331,82054042,17.568,227357,163,DC, ,Delray Connecting Railroad,100.168109072574,1617,163
5,8210043503098,17a,4718403,0.547,5,82100435,B20,105.18966941,82100431,0.613,226334,163,CR, ,Consolidated Rail Corporation,345.201104855301,1618,163
5,8209907006093,17a,4718406,1.175,5,82099070,B20,247.72442318,83034705,1.329,222436,163,NS, ,Norfolk Southern Railway,812.962516303569,1619,163
1110,8205428701466,17a,4711929,11.806,1110,82054287,B11,813.74830458,82053879,12.312,220656,163,NS, ,Norfolk Southern Railway,2670.55464950278,1620,163
5,8205386530277,17a,4711944,2.294,5,82053865,B11,460.16770315,82054540,2.58,222150,163,CR, ,Consolidated Rail Corporation,1510.14076551829,1621,163
1005,8209203305985,17a,4711934,16.307,1005,82092033,B11,250.42425811,82053817,16.462,222581,163,CN, ,Canadian National Railway,821.826234573739,1622,163
5,8205378730218,17a,4711944,2.273,5,82053787,B11,34.30601184,82053865,2.294,226763,163,CR, ,Consolidated Rail Corporation,112.582790437033,1623,163
5,8205401704380,17a,4711925,22.534,5,82054017,B11,257.9420026,82053771,22.694,221028,163,NS, ,Norfolk Southern Railway,846.490101446026,1624,163
1025,8205365929882,17a,4711944,2.24,1025,82053659,B11,53.37716225,82053787,2.273,225427,163,CR, ,Consolidated Rail Corporation,175.16891031804,1625,163
5,8205401705335,17a,4718404,0,5,82054017,B12,265.68623691,82053629,0.165,221029,163,CSX, ,CSX Transportation,871.904698974971,1626,163
4005,8100786226051,17a,4604999,22.579,4005,81007862,B11,523.25393048,81008399,22.905,223413,161,NS, ,Norfolk Southern Railway,1717.29726861641,1627,161
1025,8205350729576,17a,4711944,2.205,1025,82053507,B11,55.19649079,82053659,2.24,225565,163,CR, ,Consolidated Rail Corporation,181.139344476792,1628,163
5,8205377104464,17a,4711925,22.694,5,82053771,B11,96.47266286,82053561,22.754,226157,163,NS, ,Norfolk Southern Railway,316.594919781066,1629,163
1110,8205387901464,17a,4711929,12.312,1110,82053879,B11,620.40736036,82053462,12.697,221069,163,NS, ,Norfolk Southern Railway,2036.04596076725,1630,163
5,8205532006811,17a,4711931,16.645,5,82055320,B11,886.12300174,82053511,17.196,221302,163,CR, ,Consolidated Rail Corporation,2907.9965301819,1631,163
1025,8209902230120,17a,4711944,2.195,1025,82099022,B11,16.36341506,82053507,2.205,225398,163,CR, ,Consolidated Rail Corporation,53.7002018031371,1632,163
5,8210042730225,17a,4718403,1.059,5,82100427,B20,26.30150994,82053557,1.075,225986,163,CR, ,Consolidated Rail Corporation,86.3133830475195,1633,163
5,8205351106690,17a,4711931,17.196,5,82053511,B11,21.88884882,82053379,17.209,226289,163,CR, ,Consolidated Rail Corporation,71.832653556208,1634,163
4005,8100819804125,17a,4605002,15.344,4005,81008198,B11,609.15318079,81007789,15.722,224438,161,AA, ,Ann Arbor Railroad,1999.20755919814,1635,161
5,8210043103024,17a,4718403,0.613,5,82100431,B20,432.51266471,82100430,0.882,225576,163,CR, ,Consolidated Rail Corporation,1419.37649118137,1636,163
4115,8100870203469,17a,4604999,2.657,4115,81008702,B11,516.90886975,81027176,2.978,302423,161,NS, ,Norfolk Southern Railway,1696.50013828747,1637,161
1110,8205346201453,17a,4711929,12.697,1110,82053462,B11,180.43610592,82100966,12.81,221793,163,NS, ,Norfolk Southern Railway,592.152551667652,1638,163
1110,8210096601453,17a,4711929,12.81,1110,82100966,B11,25.59652023,82053350,12.825,226771,163,NS, ,Norfolk Southern Railway,84.0022635686055,1639,163
5,8205356104242,17a,4711925,22.754,5,82053561,B11,95.05120064,82053370,22.813,227025,163,NS, ,Norfolk Southern Railway,311.930238309295,1640,163
5,8205337906204,17a,4711931,17.209,5,82053379,B11,43.57796718,82053264,17.236,227460,163,CR, ,Consolidated Rail Corporation,143.010001397528,1641,163
1025,8205332930120,17a,4711944,2.153,1025,82053329,B11,67.83121992,82099022,2.195,227032,163,CR, ,Consolidated Rail Corporation,222.602884327046,1642,163
5,8210405933030,17a,4718401,0.773,5,82104059,B12,481.26705589,82104061,1.072,226149,163,NS, ,Norfolk Southern Railway,1579.36798024371,1643,163
5,8210043002563,17a,4718403,0.882,5,82100430,B20,95.34256738,82100429,0.941,225684,163,CR, ,Consolidated Rail Corporation,312.885121674878,1644,163
5,8210042900749,17a,4718403,0.941,5,82100429,B20,189.66080924,82100427,1.059,227019,163,CR, ,Consolidated Rail Corporation,622.408313024096,1645,163
5,8205326406758,17a,4711931,17.236,5,82053264,B11,25.62357652,82084869,17.252,225220,163,CR, ,Consolidated Rail Corporation,84.089105647322,1646,163
5,8205362906653,17a,4718404,0.165,5,82053629,B12,153.82237114,82100778,0.261,227482,163,CSX, ,CSX Transportation,504.799634413681,1647,163
4005,8100778904250,17a,4605002,15.722,4005,81007789,B11,144.49334983,81007717,15.812,222393,161,AA, ,Ann Arbor Railroad,474.218924969066,1648,161
5,8210406100289,17a,4718401,1.072,5,82104061,B12,470.75444678,83032155,1.364,322010,163,NS, ,Norfolk Southern Railway,1544.86739534728,1649,163
5,8205289435737,17a,4711936,24.429,5,82052894,B11,95.5730795,82100782,24.488,227569,163,CSX, ,CSX Transportation,313.641915711328,1650,163
5,8205289630008,17a,4718401,0.613,5,82052896,B12,257.60957829,82104059,0.773,226430,163,NS, ,Norfolk Southern Railway,845.393869986955,1651,163
4005,8100757726090,17a,4604999,22.415,4005,81007577,B11,264.26040897,81007862,22.579,223598,161,NS, ,Norfolk Southern Railway,867.290359504887,1652,161
1210,8205477409428,17a,4711924,13.41,1210,82054774,B11,860.13151461,82052827,13.944,223742,163,CSX, ,CSX Transportation,2822.80853158353,1653,163
1110,8205335001453,17a,4711929,12.825,1110,82053350,B11,825.26070838,82052819,13.338,226490,163,NS, ,Norfolk Southern Railway,2708.32591205142,1654,163
5,8210077811172,17a,4718404,0.261,5,82100778,B12,284.5390798,82052816,0.438,227143,163,CSX, ,CSX Transportation,933.771832446127,1655,163
5,8205274935563,17a,4711936,24.164,5,82052749,B11,426.182928,82052894,24.429,227422,163,CSX, ,CSX Transportation,1398.60422737642,1656,163
5,8208486906512,17a,4711931,17.252,5,82084869,B11,208.67816006,82100441,17.382,226278,163,CR, ,Consolidated Rail Corporation,684.819053374604,1657,163
1005,8205381706070,17a,4711934,16.462,1005,82053817,B11,474.26882848,82052701,16.757,225434,163,CN, ,Canadian National Railway,1556.42297491725,1658,163
5,8210078201064,17a,4711936,24.488,5,82100782,B11,211.29171899,82052838,24.62,227128,163,CSX, ,CSX Transportation,693.395969073843,1659,163
5,8205337003810,17a,4711925,22.813,5,82053370,B11,454.33837528,82052838,23.095,225982,163,NS, ,Norfolk Southern Railway,1491.00274039372,1660,163
5,8205281617630,17a,4718404,0.438,5,82052816,B12,175.77350688,82100780,0.547,226093,163,CSX, ,CSX Transportation,576.836093585989,1661,163
5,8210078034401,17a,4711936,24.046,5,82100780,B11,190.73918528,82052749,24.164,225637,163,CSX, ,CSX Transportation,625.949065415179,1662,163
5,8210044106472,17a,4711931,17.382,5,82100441,B11,31.99682349,82084873,17.402,226680,163,CR, ,Consolidated Rail Corporation,105.0040841813,1663,163
5,8205283803111,17a,4711925,23.095,5,82052838,B11,18.81796233,82052668,23.107,225480,163,NS, ,Norfolk Southern Railway,61.7548326166718,1664,163
5,8205267429935,17a,4718401,0.551,5,82052674,B12,99.09701975,82052896,0.613,227413,163,NS, ,Norfolk Southern Railway,325.20511378868,1665,163
5,8205266803036,17a,4711925,23.107,5,82052668,B11,26.01543535,82099006,23.123,227114,163,NS, ,Norfolk Southern Railway,85.3750114050164,1666,163
1030,8205281901453,17a,4711929,13.338,1030,82052819,B11,401.63836538,82052554,13.588,227173,163,NS, ,Norfolk Southern Railway,1318.08743376598,1667,163
5,8209900603135,17a,4711925,23.123,5,82099006,B11,36.75127698,82052602,23.146,226380,163,NS, ,Norfolk Southern Railway,120.606578289116,1668,163
5,8205260202960,17a,4711925,23.146,5,82052602,B11,72.96938249,82052484,23.191,225470,163,NS, ,Norfolk Southern Railway,239.463309880512,1669,163
5,8208487306503,17a,4711931,17.402,5,82084873,B11,81.49944149,82052484,17.452,227409,163,CR, ,Consolidated Rail Corporation,267.456635130597,1670,163
5,8210041930338,17a,4718401,0.509,5,82100419,B12,67.95180675,82052674,0.551,227398,163,NS, ,Norfolk Southern Railway,222.996664205666,1671,163
1025,8205255401756,17a,4711929,13.588,1025,82052554,B11,195.7893767,82052438,13.71,226420,163,NS, ,Norfolk Southern Railway,642.536733413529,1672,163
5,8210079332343,17a,4711936,23.939,5,82100793,B11,171.24581011,82100780,24.046,226389,163,CSX, ,CSX Transportation,561.977452535609,1673,163
5,8209900604199,17a,4711927,0,5,82099006,B11,106.06837456,82052355,0.066,226381,163,NS, ,Norfolk Southern Railway,348.084270948598,1674,163
5,8205248402895,17a,4711926,0,5,82052484,B11,67.59230448,82052448,0.042,225613,163,NS, ,Norfolk Southern Railway,221.817548671046,1675,163
1025,8205243801461,17a,4711929,13.71,1025,82052438,B11,114.06325637,82100968,13.78,226261,163,NS, ,Norfolk Southern Railway,374.32993795195,1676,163
5,8205244801989,17a,4711926,0.042,5,82052448,B11,27.00959509,82099195,0.059,225908,163,NS, ,Norfolk Southern Railway,88.6373308463541,1677,163
1025,8210096801459,17a,4711929,13.78,1025,82100968,B11,93.77282058,82052322,13.839,227434,163,NS, ,Norfolk Southern Railway,307.741194607948,1678,163
4005,8100771704155,17a,4605002,15.812,4005,81007717,B11,445.62521432,81007383,16.089,221759,161,AA, ,Ann Arbor Railroad,1462.51571442937,1679,161
5,8205230030126,17a,4718401,0.461,5,82052300,B12,77.96828364,82100419,0.509,226212,163,NS, ,Norfolk Southern Railway,255.867141936784,1680,163
5,8205244531754,17a,4711936,23.88,5,82052445,B11,95.19037685,82100793,23.939,226521,163,CSX, ,CSX Transportation,312.386419849454,1681,163
5,8205248406453,17a,4711931,17.452,5,82052484,B11,79.23843924,82099008,17.502,225615,163,CR, ,Consolidated Rail Corporation,260.03681871545,1682,163
1005,8205270105868,17a,4711934,16.757,1005,82052701,B11,178.53311961,82052290,16.868,225494,163,CN, ,Canadian National Railway,585.897210286111,1683,163
1005,8205229005976,17a,4711934,16.868,1005,82052290,B11,25.94915536,83034568,16.884,226517,163,CN, ,Canadian National Railway,85.1583173130687,1684,163
1025,8205232201424,17a,4711929,13.839,1025,82052322,B11,182.93600668,82052234,13.952,226409,163,NS, ,Norfolk Southern Railway,600.354154059413,1685,163
1025,8205223401393,17a,4711929,13.952,1025,82052234,B11,40.07077603,82052193,13.977,226688,163,NS, ,Norfolk Southern Railway,131.503157419336,1686,163
1025,8303456805976,17a,4711934,16.884,1025,83034568,B11,22.75960236,82052188,16.898,322296,163,CN, ,Canadian National Railway,74.6906434646184,1687,163
5,8209919502129,17a,4711926,0.059,5,82099195,B11,239.80808057,82052200,0.208,225294,163,NS, ,Norfolk Southern Railway,786.976767043929,1688,163
1025,8205219301465,17a,4711929,13.977,1025,82052193,B11,98.46457934,82052139,14.038,226245,163,NS, ,Norfolk Southern Railway,323.138147259403,1689,163
4005,8100738305171,17a,4605002,16.089,4010,81007383,B11,131.10682353,81029956,16.17,222001,161,AA, ,Ann Arbor Railroad,430.284635754076,1690,161
1025,8205213901599,17a,4711929,14.038,1025,82052139,B11,151.59438288,82052064,14.133,227123,163,NS, ,Norfolk Southern Railway,497.497825043907,1691,163
4005,8102995605403,17a,4605002,16.17,4010,81029956,B11,40.65250219,81028359,16.196,220916,161,HE, ,Huron & Eastern Railway,133.418821958548,1692,161
5,8205235506564,17a,4711927,0.066,5,82052355,B11,190.11498089,82052026,0.184,226060,163,NS, ,Norfolk Southern Railway,623.900174012621,1693,163
5,8205220002331,17a,4711926,0.208,5,82052200,B11,176.27952838,82052024,0.317,229760,163,NS, ,Norfolk Southern Railway,578.495486827056,1694,163
5,8205202403040,17a,4711926,0.317,5,82052024,B11,86.10536137,82100770,0.371,227942,163,NS, ,Norfolk Southern Railway,282.571564223289,1695,163
4115,8102717603473,17a,4604999,2.978,4115,81027176,B11,1089.07823253,81007696,3.655,301428,161,NS, ,Norfolk Southern Railway,3574.3617305748,1696,161
1025,8205179930068,17a,4711944,1.741,1025,82051799,B11,663.02593996,82053329,2.153,225989,163,CR, ,Consolidated Rail Corporation,2175.86345319737,1697,163
1025,8205206402012,17a,4711929,14.133,1025,82052064,B11,329.4741463,82051813,14.337,226964,163,NS, ,Norfolk Southern Railway,1081.25775738569,1698,163
1025,8205181302091,17a,4711929,14.337,1025,82051813,B11,15.08163013,82051797,14.347,227226,163,NS, ,Norfolk Southern Railway,49.494358034678,1699,163
5,8205181429994,17a,4718401,0.294,5,82051814,B12,267.84314838,82052300,0.461,229309,163,NS, ,Norfolk Southern Railway,878.977143960882,1700,163
4005,8100716929606,17a,4604999,22.114,4010,81007169,B11,484.59202442,81007577,22.415,222207,161,NS, ,Norfolk Southern Railway,1590.41058459465,1701,161
4005,8100716330494,17a,4604999,22.104,4010,81007163,B11,16.75985284,81007169,22.114,220583,161,NS, ,Norfolk Southern Railway,55.0050789896317,1702,161
5,8205164730025,17a,4718401,0.246,5,82051647,B12,76.92734285,82051814,0.294,228969,163,NS, ,Norfolk Southern Railway,252.451142658294,1703,163
4005,8102835905724,17a,4605002,16.196,4005,81028359,B11,226.53092412,81007070,16.336,221361,161,HE, ,Huron & Eastern Railway,743.460607003967,1704,161
4005,8100711731323,17a,4604999,22.07,4010,81007117,B11,54.49716628,81007163,22.104,222104,161,NS, ,Norfolk Southern Railway,178.857708721411,1705,161
1210,8205282712302,17a,4711924,13.944,1210,82052827,B11,617.22132165,82051536,14.328,227212,163,CSX, ,CSX Transportation,2025.61546492335,1706,163
1025,8205218805938,17a,4711934,16.898,1025,82052188,B11,356.8385504,82051517,17.12,226358,163,CN, ,Canadian National Railway,1171.04634779329,1707,163
5,8205202606466,17a,4711927,0.184,5,82052026,B11,248.0149339,82051508,0.338,228394,163,NS, ,Norfolk Southern Railway,813.909662963304,1708,163
5,8210079629718,17a,4718401,0.196,5,82100796,B12,81.57743043,82051647,0.246,228517,163,NS, ,Norfolk Southern Railway,267.711294805776,1709,163
5,8210077003040,17a,4711926,0.371,5,82100770,B11,401.8553263,82093629,0.621,228089,163,NS, ,Norfolk Southern Railway,1318.76467313031,1710,163
5,8209900806513,17a,4711931,17.502,5,82099008,B11,419.52840098,82051423,17.762,225897,163,CR, ,Consolidated Rail Corporation,1376.7647676117,1711,163
4005,8100705731639,17a,4604999,21.995,4005,81007057,B11,120.59039701,81007117,22.07,227363,161,NS, ,Norfolk Southern Railway,395.773160064508,1712,161
4005,8100705432114,17a,4604999,21.99,4005,81007054,B11,7.22307769,81007057,21.995,225273,161,NS, ,Norfolk Southern Railway,23.7059201181089,1713,161
4005,8100703631937,17a,4604999,21.98,4005,81007036,B11,16.96464184,81007054,21.99,227498,161,NS, ,Norfolk Southern Railway,55.6770829321184,1714,161
5,8205142306508,17a,4711931,17.762,5,82051423,B11,81.73334955,82086771,17.813,228058,163,CR, ,Consolidated Rail Corporation,268.223741448208,1715,163
1025,8205179702106,17a,4711929,14.347,1025,82051797,B11,699.84584307,82051225,14.782,226645,163,NS, ,Norfolk Southern Railway,2296.72816948697,1716,163
1025,8205120223684,17a,4718407,0.672,1025,82051202,B12,22.0132487,83032160,0.686,322013,163,CSX, ,CSX Transportation,72.2410606234914,1717,163
4115,8100769603376,17a,4604999,3.655,4115,81007696,B11,529.17943276,81007412,3.984,301343,161,NS, ,Norfolk Southern Railway,1736.76856302654,1718,161
5,8205150806496,17a,4711927,0.338,5,82051508,B11,155.57450578,82086770,0.435,229554,163,NS, ,Norfolk Southern Railway,510.547705196717,1719,163
5,8209362904101,17a,4711926,0.621,5,82093629,B11,265.14725018,82100764,0.785,227895,163,NS, ,Norfolk Southern Railway,870.13032375693,1720,163
1025,8205122329843,17a,4711944,1.497,1025,82051223,B11,393.36438866,82051799,1.741,228253,163,CR, ,Consolidated Rail Corporation,1290.9096653845,1721,163
5,8210077621051,17a,4718401,0.036,5,82100776,B12,257.05906989,82100796,0.196,227602,163,NS, ,Norfolk Southern Railway,843.587150512618,1722,163
5,8210076403007,17a,4711926,0.785,5,82100764,B11,72.79410842,82051065,0.831,228769,163,NS, ,Norfolk Southern Railway,238.887592801917,1723,163
5,8205106503026,17a,4711926,0.831,5,82051065,B11,63.7893459,82100763,0.87,229654,163,NS, ,Norfolk Southern Railway,209.336492183577,1724,163
5,8210076321702,17a,4718401,0,5,82100763,B12,57.65435085,82100776,0.036,229659,163,NS, ,Norfolk Southern Railway,189.203567966892,1725,163
1025,8205122502100,17a,4711929,14.782,1025,82051225,B11,468.43779496,82050838,15.073,229864,163,NS, ,Norfolk Southern Railway,1537.29981342916,1726,163
1025,8210401629972,17a,4711944,1.447,1025,82104016,B11,79.36437524,82051223,1.497,228179,163,CR, ,Consolidated Rail Corporation,260.451231021953,1727,163
1025,8205082529995,17a,4711944,1.441,1025,82050825,B11,10.37273278,82104016,1.447,229668,163,CR, ,Consolidated Rail Corporation,34.0400701118055,1728,163
5,8208677106485,17a,4711931,17.813,5,82086771,B11,209.78699062,82050848,17.943,228788,163,CR, ,Consolidated Rail Corporation,688.456303103093,1729,163
1025,8205073329568,17a,4711936,23.411,1025,82050733,B11,754.57874143,82052445,23.88,225606,163,CSX, ,CSX Transportation,2476.30158707557,1730,163
1025,8205073126960,17a,4718407,0.563,1025,82050731,B12,175.06625696,82051202,0.672,229077,163,CSX, ,CSX Transportation,574.515581792503,1731,163
1210,8205153612330,17a,4711924,14.328,1210,82051536,B11,403.99503697,82082508,14.579,226665,163,CSX, ,CSX Transportation,1325.8425169103,1732,163
1025,8303216023684,17a,4718407,0.686,1025,83032160,B12,597.73997708,83032161,1.057,322014,163,CSX, ,CSX Transportation,1961.60543581217,1733,163
5,8210076303026,17a,4711926,0.87,5,82100763,B11,166.77545875,82050705,0.974,227852,163,NS, ,Norfolk Southern Railway,547.304237122969,1734,163
1210,8208250812583,17a,4711924,14.579,1210,82082508,B11,32.32542773,82050662,14.599,229126,163,CSX, ,CSX Transportation,106.086396349742,1735,163
1025,8205151706272,17a,4711934,17.12,1025,82051517,B11,419.40783765,82050658,17.381,228675,163,CN, ,Canadian National Railway,1376.37968782876,1736,163
1025,8205083802099,17a,4711929,15.073,1025,82050838,B11,289.45411512,82101074,15.252,229241,163,NS, ,Norfolk Southern Railway,949.917684026024,1737,163
1025,8205065806215,17a,4711934,17.381,1025,82050658,B11,13.7293879,82050603,17.389,228007,163,CN, ,Canadian National Railway,45.0562108657523,1738,163
1210,8205066212277,17a,4711924,14.599,1210,82050662,B11,87.63702513,82050601,14.654,227625,163,CSX, ,CSX Transportation,287.609765823255,1739,163
